"cumulative catch (tons per time step of saving). ex: if time step of saving is the year, then annual catches are saved"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","Haddock","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,64.06444,12325.368,4.9693375,8.0106325,42.72319,29.887083,13.192347,1.268253E-6,333.56647,367.52975,6085.8584,2284.8916,4894.64,399.15997,4358.575,3.6057518,0.0,0.0
2.0,46.21693,7779.662,0.036534403,0.007401768,43.06541,97.389305,12.702193,0.0,535.5878,187.54924,7542.833,670.2069,3.001343E-4,112.33236,4727.9976,2.285541,0.0,0.0
3.0,38.73747,3737.5051,0.0,0.0,42.44324,187.52368,10.763445,0.0,595.0983,253.53036,5292.1216,158.03369,0.0,0.0,3224.4514,1.838155,0.0,0.0
4.0,71.28995,2470.2292,0.0,0.3367682,40.27059,239.82257,8.514403,0.0,622.6659,367.48502,3586.5298,32.987362,0.0,0.0,2386.8083,1.0826471,0.0,0.0
5.0,164.40475,1757.0999,0.0,1.3675617,39.09968,279.69003,6.961016,0.0,632.0967,404.46216,2520.5046,5.195204,0.0,0.0,1741.8901,0.24485317,0.0,0.0
6.0,227.63492,1651.0967,0.0,2.498009,37.377575,336.53723,6.558697,0.0,693.1199,491.1924,1658.9906,0.22016874,0.0,0.0,1365.4209,0.0029401272,0.0,0.0
7.0,302.89847,1460.1411,0.0,2.5076072,36.015503,425.33978,5.511062,0.0,727.8146,581.9923,1196.7509,0.0,0.0,0.0,1079.5679,0.0,0.0,0.0
8.0,325.51505,1264.5823,0.0,2.4867318,34.396614,576.46277,13.543096,0.0,860.04205,642.4621,734.7882,0.0,0.0,0.0,750.2807,0.0,0.0,0.0
9.0,301.24576,1651.288,0.0,14.6004925,32.283627,750.5962,32.661243,0.0,1004.1494,611.8282,530.8668,0.0,0.0,0.0,418.9838,0.0,0.0,0.0
10.0,204.13951,2638.2063,0.0,19.385382,30.174309,1238.1022,65.86638,0.0,1391.4724,623.06055,341.54672,0.0,0.0,0.0,311.47723,0.0,0.0,0.0
11.0,157.6896,1903.4489,0.0,33.62801,28.320236,1802.3348,137.80669,0.0,1734.961,395.68164,239.75066,0.0,0.0,0.0,260.9629,0.0,0.0,0.0
12.0,116.329124,1546.7122,0.0,41.786686,26.284773,2357.422,234.40953,0.0,1761.8402,272.11832,155.04759,0.0,0.0,0.0,193.66927,0.0,0.0,0.0
13.0,136.16724,1495.3768,0.0,42.043602,24.544907,2716.2622,334.45496,0.0,1755.406,290.45694,65.58837,0.0,0.0,0.0,135.76706,0.0,0.0,0.0
14.0,47.107254,969.73346,0.0,31.023817,22.585882,2997.4949,428.09024,0.0,1609.1741,206.10422,9.595642,0.0,0.0,0.0,70.128235,0.0,0.0,0.0
15.0,14.200354,956.07983,0.0,15.6713085,20.170536,3337.3877,504.79922,0.0,1441.1741,169.11778,8.014933,0.0,0.0,0.0,27.925058,0.0,0.0,0.0
16.0,10.632001,495.46448,0.0,5.420977,18.422415,3369.0596,567.4978,0.0,1343.8406,154.5448,5.2228436,0.0,0.0,0.0,9.026344,0.0,0.0,0.0
17.0,41.636646,187.02188,0.0,2.6015034,16.635614,3118.1243,580.2493,0.0,1092.1501,109.76167,3.2303174,0.0,0.0,0.0,2.234274,0.0,0.0,0.0
18.0,96.80398,56.805054,0.0,2.8787143,15.047048,3047.3518,568.18695,0.0,949.4964,155.30968,2.2005634,0.0,0.0,0.0,0.75042146,0.0,0.0,0.0
19.0,128.12593,23.821306,0.0,2.9891667,13.436695,3051.2795,535.31506,0.0,936.0529,222.97365,1.439704,0.0,0.0,0.0,0.0018615227,0.0,0.0,0.0
20.0,108.43072,10.346465,0.0,3.5705976,12.189776,3005.138,542.19104,0.0,822.4289,252.86684,0.93154085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,22.764208,2.2171323,0.0,3.3438742,11.231086,3098.6965,522.8342,0.0,791.7102,257.82623,0.4194067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,22.380577,0.37790883,0.0,5.077825,9.9830065,2907.7996,555.7434,0.0,721.7294,194.80579,0.2013802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,87.49087,0.17193085,0.0,7.531296,8.914542,2852.1912,560.27716,0.0,609.6973,130.67397,0.09397321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,81.241905,0.029140718,0.0,7.0084963,7.8932414,2700.5608,531.76514,0.0,519.1333,208.8247,0.048381757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
