i1, 2, 17:00:36, 0, 0, 2
i2, 2, 17:00:38, 0, 0, 1
i3, 2, 17:00:40, 0, 0, 1
i4, 2, 17:00:42, 0, 0, 1
i5, 2, 17:00:45, 0, 0, 1
i6, 2, 17:00:47, 0, 0, 1
i7, 2, 17:00:49, 0, 0, 1
i8, 2, 17:00:51, 0, 0, 1
i9, 2, 17:00:53, 0, 0, 1
i10, 2, 17:00:55, 0, 0, 1
i11, 2, 17:00:57, 0, 0, 1
i12, 2, 17:00:59, 0, 0, 1
i13, 2, 17:01:02, 0, 0, 1
i1, 2, 17:01:04, 0, 0, 1
i2, 2, 17:01:06, 0, 0, 1
i3, 2, 17:01:08, 0, 0, 1
i4, 2, 17:01:10, 0, 0, 1
i5, 2, 17:01:12, 0, 0, 1
i6, 2, 17:01:14, 0, 0, 1
i7, 2, 17:01:16, 0, 0, 1
i8, 2, 17:01:18, 0, 0, 1
i9, 2, 17:01:20, 0, 0, 1
i10, 2, 17:01:23, 0, 0, 1
i11, 2, 17:01:25, 0, 0, 1
i12, 2, 17:01:27, 0, 0, 1
i13, 2, 17:01:29, 0, 0, 1
i0, 2, 17:01:31, 0, 0, 1
i0, 2, 17:01:33, 0, 0, 1
i1, 2, 17:01:55, 0, 0, 1
i2, 2, 17:01:58, 0, 0, 1
i3, 2, 17:02:00, 0, 0, 1
i4, 2, 17:02:02, 0, 0, 1
i5, 2, 17:02:04, 0, 0, 1
i6, 2, 17:02:06, 0, 0, 1
i7, 2, 17:02:08, 0, 0, 1
i8, 2, 17:02:10, 0, 0, 1
i9, 2, 17:02:12, 0, 0, 1
i10, 2, 17:02:15, 0, 0, 2
i11, 2, 17:02:17, 0, 0, 1
i12, 2, 17:02:19, 0, 0, 1
i13, 2, 17:02:21, 0, 0, 1
i14, 2, 17:02:23, 0, 0, 1
i15, 2, 17:02:25, 0, 0, 1
i16, 2, 17:02:27, 0, 0, 1
i17, 2, 17:02:29, 0, 0, 1
i1, 2, 17:02:31, 0, 0, 1
i2, 2, 17:02:34, 0, 0, 1
i3, 2, 17:02:36, 0, 0, 1
i4, 2, 17:02:38, 0, 0, 1
i5, 2, 17:02:40, 0, 0, 1
i6, 2, 17:02:42, 0, 0, 1
i7, 2, 17:02:44, 0, 0, 1
i8, 2, 17:02:46, 0, 0, 1
i9, 2, 17:02:48, 0, 0, 1
i10, 2, 17:02:50, 0, 0, 1
i11, 2, 17:02:52, 0, 0, 1
i12, 2, 17:02:54, 0, 0, 1
i13, 2, 17:02:56, 0, 0, 1
i14, 2, 17:02:58, 0, 0, 1
i15, 2, 17:03:01, 0, 0, 1
i16, 2, 17:03:03, 0, 0, 1
i17, 2, 17:03:05, 0, 0, 1
i0, 2, 17:03:07, 0, 0, 1
i0, 2, 17:03:09, 0, 0, 1
i1, 2, 17:03:44, 0, 0, 1
i2, 2, 17:03:46, 0, 0, 2
i3, 2, 17:03:48, 0, 0, 2
i4, 2, 17:03:51, 0, 0, 2
i5, 2, 17:03:53, 0, 0, 2
i6, 2, 17:03:55, 0, 0, 1
i7, 2, 17:03:57, 0, 0, 1
i8, 2, 17:04:00, 0, 0, 1
i9, 2, 17:04:02, 0, 0, 1
i10, 2, 17:04:04, 0, 0, 1
i11, 2, 17:04:06, 0, 0, 2
i12, 2, 17:04:08, 0, 0, 1
i13, 2, 17:04:11, 0, 0, 1
i14, 2, 17:04:13, 0, 0, 2
i15, 2, 17:04:15, 0, 0, 1
i16, 2, 17:04:17, 0, 0, 2
i17, 2, 17:04:19, 0, 0, 1
i18, 2, 17:04:22, 0, 0, 2
i19, 2, 17:04:24, 0, 0, 1
i20, 2, 17:04:26, 0, 0, 1
i21, 2, 17:04:28, 0, 0, 1
i22, 2, 17:04:31, 0, 0, 1
i1, 2, 17:04:33, 0, 0, 1
i2, 2, 17:04:35, 0, 0, 1
i3, 2, 17:04:37, 0, 0, 1
i4, 2, 17:04:39, 0, 0, 1
i5, 2, 17:04:41, 0, 0, 1
i6, 2, 17:04:43, 0, 0, 1
i7, 2, 17:04:45, 0, 0, 1
i8, 2, 17:04:47, 0, 0, 1
i9, 2, 17:04:50, 0, 0, 1
i10, 2, 17:04:52, 0, 0, 1
i11, 2, 17:04:54, 0, 0, 1
i12, 2, 17:04:56, 0, 0, 1
i13, 2, 17:04:58, 0, 0, 1
i14, 2, 17:05:00, 0, 0, 1
i15, 2, 17:05:03, 0, 0, 1
i16, 2, 17:05:05, 0, 0, 2
i17, 2, 17:05:07, 0, 0, 1
i18, 2, 17:05:09, 0, 0, 1
i19, 2, 17:05:11, 0, 0, 1
i20, 2, 17:05:13, 0, 0, 1
i21, 2, 17:05:16, 0, 0, 1
i22, 2, 17:05:18, 0, 0, 1
i0, 2, 17:05:20, 0, 0, 1
i0, 2, 17:05:22, 0, 0, 1
i1, 2, 17:06:06, 0, 0, 2
i2, 2, 17:06:08, 0, 0, 1
i3, 2, 17:06:10, 0, 0, 1
i4, 2, 17:06:13, 0, 0, 1
i5, 2, 17:06:15, 0, 0, 1
i6, 2, 17:06:17, 0, 0, 1
i7, 2, 17:06:19, 0, 0, 1
i8, 2, 17:06:21, 0, 0, 1
i9, 2, 17:06:23, 0, 0, 1
i10, 2, 17:06:26, 0, 0, 1
i11, 2, 17:06:28, 0, 0, 1
i12, 2, 17:06:30, 0, 0, 1
i13, 2, 17:06:32, 0, 0, 1
i14, 2, 17:06:34, 0, 0, 1
i15, 2, 17:06:36, 0, 0, 2
i16, 2, 17:06:38, 0, 0, 2
i17, 2, 17:06:41, 0, 0, 1
i18, 2, 17:06:43, 0, 0, 1
i19, 2, 17:06:45, 0, 0, 1
i20, 2, 17:06:47, 0, 0, 1
i21, 2, 17:06:49, 0, 0, 1
i22, 2, 17:06:51, 0, 0, 1
i23, 2, 17:06:54, 0, 0, 1
i24, 2, 17:06:56, 0, 0, 1
i1, 2, 17:06:58, 0, 0, 1
i2, 2, 17:07:00, 0, 0, 1
i3, 2, 17:07:02, 0, 0, 1
i4, 2, 17:07:04, 0, 0, 1
i5, 2, 17:07:06, 0, 0, 1
i6, 2, 17:07:08, 0, 0, 2
i7, 2, 17:07:11, 0, 0, 1
i8, 2, 17:07:13, 0, 0, 1
i9, 2, 17:07:15, 0, 0, 1
i10, 2, 17:07:17, 0, 0, 1
i11, 2, 17:07:19, 0, 0, 1
i12, 2, 17:07:21, 0, 0, 1
i13, 2, 17:07:23, 0, 0, 1
i14, 2, 17:07:26, 0, 0, 1
i15, 2, 17:07:28, 0, 0, 1
i16, 2, 17:07:30, 0, 0, 1
i17, 2, 17:07:32, 0, 0, 1
i18, 2, 17:07:34, 0, 0, 1
i19, 2, 17:07:36, 0, 0, 1
i20, 2, 17:07:38, 0, 0, 1
i21, 2, 17:07:40, 0, 0, 1
i22, 2, 17:07:42, 0, 0, 1
i23, 2, 17:07:45, 0, 0, 1
i24, 2, 17:07:47, 0, 0, 1
i0, 2, 17:07:49, 0, 0, 1
i0, 2, 17:07:51, 0, 0, 1
i1, 2, 17:08:22, 0, 0, 2
i2, 2, 17:08:24, 0, 0, 1
i3, 2, 17:08:26, 0, 0, 1
i4, 2, 17:08:28, 0, 0, 2
i5, 2, 17:08:31, 0, 0, 1
i6, 2, 17:08:33, 0, 0, 1
i7, 2, 17:08:35, 0, 0, 1
i8, 2, 17:08:37, 0, 0, 1
i9, 2, 17:08:39, 0, 0, 1
i10, 2, 17:08:41, 0, 0, 1
i11, 2, 17:08:43, 0, 0, 2
i12, 2, 17:08:46, 0, 0, 1
i13, 2, 17:08:48, 0, 0, 1
i14, 2, 17:08:50, 0, 0, 1
i15, 2, 17:08:52, 0, 0, 1
i16, 2, 17:08:54, 0, 0, 1
i17, 2, 17:08:56, 0, 0, 1
i18, 2, 17:08:58, 0, 0, 1
i19, 2, 17:09:00, 0, 0, 1
i20, 2, 17:09:03, 0, 0, 1
i21, 2, 17:09:05, 0, 0, 1
i22, 2, 17:09:07, 0, 0, 1
i23, 2, 17:09:09, 0, 0, 1
i24, 2, 17:09:11, 0, 0, 1
i1, 2, 17:09:13, 0, 0, 2
i2, 2, 17:09:16, 0, 0, 1
i3, 2, 17:09:18, 0, 0, 1
i4, 2, 17:09:20, 0, 0, 1
i5, 2, 17:09:22, 0, 0, 1
i6, 2, 17:09:24, 0, 0, 1
i7, 2, 17:09:26, 0, 0, 1
i8, 2, 17:09:28, 0, 0, 1
i9, 2, 17:09:30, 0, 0, 1
i10, 2, 17:09:33, 0, 0, 1
i11, 2, 17:09:35, 0, 0, 1
i12, 2, 17:09:37, 0, 0, 1
i13, 2, 17:09:39, 0, 0, 1
i14, 2, 17:09:41, 0, 0, 1
i15, 2, 17:09:43, 0, 0, 1
i16, 2, 17:09:45, 0, 0, 1
i17, 2, 17:09:47, 0, 0, 2
i18, 2, 17:09:50, 0, 0, 1
i19, 2, 17:09:52, 0, 0, 1
i20, 2, 17:09:54, 0, 0, 1
i21, 2, 17:09:56, 0, 0, 1
i22, 2, 17:09:58, 0, 0, 1
i23, 2, 17:10:00, 0, 0, 1
i24, 2, 17:10:02, 0, 0, 1
i0, 2, 17:10:05, 0, 0, 1
i0, 2, 17:10:07, 0, 0, 2
i1, 2, 17:10:42, 0, 0, 2
i2, 3, 17:10:42, 0, 0, 2
i3, 3, 17:10:42, 0, 0, 2
i4, 2, 17:10:45, 0, 0, 2
i5, 2, 17:10:46, 0, 0, 2
i6, 2, 17:10:46, 0, 0, 2
i7, 2, 17:10:48, 0, 0, 2
i8, 2, 17:10:48, 0, 0, 1
i9, 2, 17:10:48, 0, 0, 2
i11, 2, 17:10:50, 0, 0, 1
i10, 2, 17:10:50, 0, 0, 2
i12, 2, 17:10:50, 0, 0, 2
i13, 2, 17:10:52, 0, 0, 2
i14, 2, 17:10:52, 0, 0, 2
i15, 2, 17:10:52, 0, 0, 2
i2, 2, 17:10:55, 0, 0, 1
i3, 2, 17:10:55, 0, 0, 2
i1, 2, 17:10:55, 0, 0, 2
i4, 2, 17:10:57, 0, 0, 2
i5, 2, 17:10:57, 0, 0, 2
i6, 2, 17:10:57, 0, 0, 2
i7, 2, 17:11:00, 0, 0, 1
i8, 2, 17:11:00, 0, 0, 2
i9, 2, 17:11:00, 0, 0, 2
i10, 2, 17:11:02, 0, 0, 1
i11, 2, 17:11:02, 0, 0, 2
i12, 2, 17:11:02, 0, 0, 2
i13, 2, 17:11:04, 0, 0, 2
i14, 2, 17:11:04, 0, 0, 2
i15, 2, 17:11:04, 0, 0, 2
i0, 2, 17:11:07, 0, 0, 2
i0, 2, 17:11:09, 0, 0, 1
i3, 2, 17:11:44, 0, 0, 2
i2, 2, 17:11:44, 0, 0, 2
i1, 2, 17:11:44, 0, 0, 2
i5, 2, 17:11:46, 0, 0, 2
i4, 2, 17:11:46, 0, 0, 2
i6, 2, 17:11:46, 0, 0, 2
i7, 2, 17:11:48, 0, 0, 2
i8, 2, 17:11:48, 0, 0, 2
i9, 2, 17:11:49, 0, 0, 2
i10, 2, 17:11:51, 0, 0, 1
i11, 2, 17:11:51, 0, 0, 1
i12, 2, 17:11:51, 0, 0, 1
i13, 2, 17:11:53, 0, 0, 2
i14, 2, 17:11:53, 0, 0, 2
i15, 2, 17:11:53, 0, 0, 2
i16, 2, 17:11:55, 0, 0, 1
i17, 2, 17:11:56, 0, 0, 1
i18, 2, 17:11:56, 0, 0, 2
i2, 2, 17:11:58, 0, 0, 2
i3, 2, 17:11:58, 0, 0, 2
i1, 2, 17:11:58, 0, 0, 2
i5, 2, 17:12:00, 0, 0, 1
i4, 2, 17:12:00, 0, 0, 2
i6, 2, 17:12:01, 0, 0, 2
i8, 2, 17:12:03, 0, 0, 2
i7, 2, 17:12:03, 0, 0, 2
i9, 2, 17:12:03, 0, 0, 2
i10, 2, 17:12:05, 0, 0, 1
i11, 2, 17:12:05, 0, 0, 1
i12, 2, 17:12:05, 0, 0, 2
i13, 2, 17:12:07, 0, 0, 1
i14, 2, 17:12:07, 0, 0, 2
i15, 2, 17:12:07, 0, 0, 2
i16, 2, 17:12:09, 0, 0, 1
i17, 2, 17:12:10, 0, 0, 1
i18, 2, 17:12:10, 0, 0, 2
i0, 2, 17:12:12, 0, 0, 1
i0, 2, 17:12:14, 0, 0, 1
i2, 2, 17:12:56, 0, 0, 2
i1, 2, 17:12:56, 0, 0, 2
i3, 2, 17:12:56, 0, 0, 2
i4, 2, 17:12:58, 0, 0, 1
i6, 2, 17:12:58, 0, 0, 2
i5, 2, 17:12:58, 0, 0, 2
i7, 2, 17:13:00, 0, 0, 2
i8, 2, 17:13:01, 0, 0, 2
i9, 2, 17:13:01, 0, 0, 2
i10, 2, 17:13:03, 0, 0, 2
