"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor","Mdis","Mdis","Mdis","Mage","Mage","Mage"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,1.7864085299110741,10.430946640371321,6.416404498063596,0.0,0.003777822048026741,7.948357964868162E-4,0.0010347367601108927,0.33815848763169754,0.3448093144607987,0.0,0.08450607078561925,0.2089873475806841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.535966746022148E-4,0.0021109833088957986,0.0,0.0,0.010338953470533449,
2.0,1.992409933259221,7.805910066255949,8.002012436954981,0.0,0.019923403255967875,0.00847002290813427,8.825286798583016E-4,0.33479629508628633,0.3303469186499836,0.0,0.08087744102169242,0.23642134164497897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169438487039639E-4,0.002388094360050293,0.0,0.0,0.0,
3.0,1.6402818372620536,6.767519441753258,16.324403842212842,0.0,0.032137149998683674,0.05449131718377582,8.473234902287696E-4,0.33831472578260896,0.30642370538593,0.0,0.001200953616263253,0.13075834695768365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2130844608719727E-5,0.0013207913834109462,0.0,0.0,0.0,
4.0,1.1785575086788438,6.885981087983829,5.146834882380074,0.0,0.0203850266230299,0.029559211329228098,8.020585394031503E-4,0.3395882139842025,0.35180869728833797,0.0,0.06200607021297035,0.14253389640180822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26323941545155E-4,0.001439736327290992,0.0,0.0,0.0,
5.0,1.3704427466017024,5.716293628190674,7.957215343351744,0.0,0.05423742942098432,0.047243860256496115,8.208468090090986E-4,0.3409072727817569,0.3614247823097078,0.0,6.261547111117808E-4,0.20047046760186985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3247950617351574E-6,0.0020249542182007056,0.0,0.0,0.0,
6.0,1.2299227377742012,7.977665062496263,2.9679343005822254,0.0,0.0541263712708833,0.0509621902614778,8.070982681040402E-4,0.336268348706678,0.34919907841733705,0.0,1.2413357499599888E-4,0.004444353283689311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25387449490908E-6,4.489245741100315E-5,0.0,0.0,0.0,
7.0,0.0,1.935438430198894,2.476136920189155,0.0,0.04315509966608021,0.06461993137753289,0.0,0.3194712671283233,0.3498063224865516,0.0,7.457270793141478E-7,2.2825546333773362E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.532596760748967E-9,2.3056107407851877E-6,0.0,0.0,0.0,
8.0,1.357942243739976,5.204600665661728,2.543405153733451,0.0,4.006824891585777E-5,0.04870886301811104,8.201924919637535E-4,0.04789678794871776,0.34986961726153665,0.0,0.0,0.1185582304943877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001197557883781694,0.0,0.0,0.0,
9.0,1.5163260987037468,5.824000867065288,14.620364034975347,0.0,0.06064691783163795,0.03881101466508077,8.347586610965392E-4,0.33884760962973337,0.3440352446472124,0.0,2.4025881826060826E-5,0.21472731050609958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.426856750107155E-7,0.002168962732384844,0.0,0.0,0.0,
10.0,0.0,14.62284676581815,1.012636002280767,0.0,0.0,0.07840275093620046,0.0,0.13977321249642088,0.35020607009849947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.0,0.0,17.403224844893355,0.0,0.0,0.013621795964347774,0.0,0.0,0.0824456685719604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
