"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor","Mdis","Mdis","Mdis","Mage","Mage","Mage"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
1.0,0.1444138646210614,10.999789946629013,3.975265335238911,0.0,0.0012739559488973062,2.6555382704755177E-5,2.044732255732738,0.38620084201430854,0.3945929769867759,0.0,0.0,0.1805222575383539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018234571468520601,0.0,0.0,0.08090783786253962,
2.0,0.36528760853158765,17.25277274510456,1.3936260829479887,0.0,0.001607920216943248,0.004873249959528177,1.9745701730724738,0.3619289181374166,0.39859033657721105,0.0,0.0,4.92551741903385E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9752701202362126E-6,0.0,0.0,0.00918771827580126,
3.0,0.35531177622519783,17.639363683107305,1.6356011701551876,0.0,0.0015266779333226485,0.011577399433066514,1.971542624111322,0.36533606227668464,0.39770688797404186,0.0,0.0,0.2492588307532722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025177659672047698,0.0,0.0,2.3376130526812092E-4,
4.0,0.28945879586617956,23.43104046051834,0.11054968100797344,0.0,0.0011356563924847464,0.0021534457732490845,1.9525725015256457,0.3548175536279289,0.39997941586885916,0.0,0.0,0.27533130050881616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027811242475638,0.0,0.0,0.0,
5.0,0.27749548077455544,18.92489871033823,0.030343408229495758,0.0,0.0017925112723427596,0.0,1.948853610639613,0.371303815235546,0.40000972727436357,0.0,0.0,0.27536590075666056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027814737450167736,0.0,0.0,0.0,
6.0,0.3047696604735519,24.858750923244102,0.006475750562700751,0.0,9.514029664837772E-5,0.0,1.957034395555307,0.3436290071296669,0.4000070957323004,0.0,0.0,0.2753750914180892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027815665799806985,0.0,0.0,0.0,
7.0,0.22853227110132307,29.707383985334413,0.01838090793088075,0.0,1.6478393805898976E-5,0.0024748976800698717,1.9350589651930525,0.3284356539874844,0.3999889704275459,0.0,0.0,0.27538363856917875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00278165291484019,0.0,0.0,0.0,
8.0,0.2490083415486172,24.942588345019544,0.07317970992869628,0.0,2.3523442062119653E-4,0.0,1.9410135962735324,0.3332499105642837,0.39997798408468327,0.0,0.0,0.2754084413855875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027819034483392677,0.0,0.0,0.0,
9.0,0.2429722219440719,27.771572317208562,0.014251719966104115,0.0,6.705524701431872E-5,0.0,1.9390686515474522,0.33891284527338467,0.40001453812546517,0.0,0.0,0.24684101445703321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024933435803740724,0.0,0.0,0.0,
10.0,0.30445915066149526,20.517154578902588,0.0019303567937384465,0.0,6.726251359346677E-6,0.0,1.9567809335451072,0.3263823530498953,0.4000146215074181,0.0,0.0,0.2753681766255897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027814967335918154,0.0,0.0,0.0,
11.0,0.07747917802066012,15.78703037297065,0.0,0.0,0.0,0.0,0.5562135345784648,0.21039578134394177,0.49860210961775703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.405647931650982,
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
