"cumulative catch (tons per time step of saving). ex: if time step of saving is the year, then annual catches are saved"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","Haddock","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,31.94561,1971.7069,2.6816702,5.1013527,15.188171,12.672742,4.746623,1.5610829E-7,143.9784,595.78876,1495.1693,974.5786,1640.3427,319.33145,2188.6443,25.979115,0.0,0.0
2.0,12.247028,5993.909,0.13941783,0.025930284,16.534733,24.174284,5.0002985,0.0,436.58536,972.68036,2723.7058,535.2346,680.26025,438.6751,4393.474,152.20181,0.0,0.0
3.0,57.630093,10266.334,54.433247,1.1510359,18.195034,79.323784,6.130044,0.0,696.325,1058.6937,3411.2595,251.50174,23.492138,284.09818,5871.4023,300.4409,0.0,0.0
4.0,98.75873,11959.195,79.766136,6.298141,19.829538,118.00597,10.5617485,0.0,1102.709,981.92194,3855.544,82.80786,0.0,311.98242,6885.177,289.7162,0.0,0.0
5.0,95.806564,12910.552,103.2795,7.3196487,21.518623,179.3867,12.062007,0.0,1642.6827,834.4023,4055.531,20.79398,0.0,242.60289,7525.476,275.19016,0.0,0.0
6.0,137.79575,10873.34,227.64969,6.293614,23.26384,223.11607,14.336478,0.0,1937.3739,713.736,3832.537,3.3019798,0.0,227.24301,7422.086,202.11557,0.0,0.0
7.0,122.69434,9942.941,461.29416,5.113775,24.83895,291.2538,16.683023,0.0,2313.9922,712.59717,4098.0635,0.47282302,0.0,273.35938,6779.282,119.38998,0.0,0.0
8.0,82.882324,9120.735,732.2588,3.291606,26.570013,332.22342,21.85865,0.0,2575.626,734.041,3895.3735,0.15939067,0.0,220.96046,5875.0195,127.11522,0.0,0.0
9.0,94.53623,8135.546,1101.4833,6.61065,27.929308,362.73282,25.072565,0.0,2695.527,540.8614,3714.284,0.0010031197,0.0,226.73164,4695.134,117.008804,0.0,0.0
10.0,61.463684,7862.4175,1611.9158,8.849252,29.326986,428.61755,28.977839,0.0,2717.701,662.6044,3637.7659,0.0,0.0,227.87071,3458.6484,132.6668,0.0,0.0
