"Mean biomass (tons), excluding first ages specified in input"
"Time","AtlanticHerring","AtlanticMackerel","BlackSeaBass","Scup","SpinyDogfish","StripedBass","Goosefish","Haddock","WinterFlounder","Squids","Flounders","SkateRays","Hakes","Benthopelagics","MiscellaneousDemersals","ShallowDemersal","WhitePerch","AtlanticTomcod"
1.0,142.34207,2952.0483,82.261566,697.3773,16166.908,321.27472,893.93146,0.37425187,2251.8813,158411.92,8827.498,8449.674,198.75981,59046.027,28527.096,5214.7036,20.619144,3.5236874
2.0,191.76404,8569.097,192.66678,1793.4935,17692.174,638.15967,3008.0127,0.07776605,5965.5986,226975.0,16572.357,4386.616,117.996376,115228.55,60795.82,17570.512,45.2369,761.96967
3.0,3711.893,16637.84,637.0209,3936.959,19230.281,1165.5371,3499.6724,0.0,10681.865,211185.86,20166.002,2016.2217,1.3445189,79375.9,84146.664,39689.64,44.88481,5270.0996
4.0,9561.858,23263.621,3378.9453,8000.535,20847.395,1856.6428,3385.4307,0.0,16777.092,181478.64,21966.684,672.81445,0.0,70281.6,98342.266,53843.492,9.256919,3350.8403
5.0,11351.793,28627.035,16321.673,13106.711,22611.555,2660.4944,3958.6216,0.0,24675.074,170535.3,23279.406,163.56543,0.0,58388.375,106991.69,50585.715,3.2837136,1629.8379
6.0,9513.473,24837.582,50136.523,11740.422,24406.055,3467.0784,4263.2734,0.0,29600.83,122781.33,23118.338,24.489954,0.0,42928.125,105594.13,37229.2,0.3641755,783.0429
7.0,9897.273,19956.527,113346.34,13123.647,26175.996,4271.358,4017.373,0.0,34526.18,124862.984,23418.803,3.508488,0.0,48993.152,95478.21,25461.588,0.038702402,1365.3678
8.0,8616.8,16491.365,211546.83,14288.606,27913.314,5087.8374,4505.295,0.0,39832.594,117973.27,23057.268,1.1920352,0.0,45392.824,84496.32,17634.293,4.7618736E-4,1001.0004
9.0,7102.0503,13785.682,307934.47,12166.032,29333.139,5825.367,4980.848,0.0,42470.383,90038.86,22394.74,0.004827618,0.0,40560.746,65963.68,14812.605,0.0,1010.11096
10.0,3226.8577,12946.729,387265.62,8563.678,30866.506,6539.58,5629.705,0.0,43457.645,84844.734,21955.408,0.0,0.0,39692.99,49006.113,13103.683,0.0,1024.7325
11.0,1758.6982,14478.826,467630.44,6596.1157,32179.29,7350.154,7773.2793,0.0,44019.668,100075.73,21706.537,0.0,0.0,35766.832,38629.324,12753.456,0.0,1662.9823
